"index","REMARKS","UAS_Location_Runways","dateonly","timeonly","DATE","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","FACILITY.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","METAR.CEDAR","POTENTIALLYSIGNIFICANT.CEDAR","IFRIVR.CEDAR","AUTHCERT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASREGISTRATIONNUM.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","UASFORMATION.CEDAR","CLOSESTPROXIMITY.CEDAR","UASWEIGHTGT55.CEDAR","UASDIM.CEDAR","UASFWROTOR.CEDAR","PILOTREPORTEDNMAC.CEDAR","TCASRA.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","DATASET","UASLOCATION","RWYLOCATION"
1053,"Aircraft observed a yellow UAS operating at 1,500 feet while maneuvering at 4,500 feet 5 NM N of Ventura Harbor. No evasive action was taken. Ventura County PD notified. ","UNKN","3/20/2021","20:30","2021-03-20T20:30Z","DEN","UAS",NA,"NTD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM N of NTD",NA
1058,"Aircraft observed a white 4 rotor UAS off the right side at 2,000 feet while E bound at 2,500 feet 5 NM E of 1B9. No evasive action was taken. Massachusetts State PD notified at 508-820-2121.","UNKN","3/24/2021","17:12","2021-03-24T17:12Z","DEN","UAS",NA,"A90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM E of A90",NA
1062,"Aircraft observed a silver UAS while N bound at 1,200 feet, 2 NM NW of Palo Alto. No evasive action was taken. Palo Alto PD notified at 650-321-4433.","UNKN","3/26/2021","23:18","2021-03-26T23:18Z","DEN","UAS",NA,"PAO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM NW of PAO",NA
1068,"Aircraft observed a UAS overhead at 3700 while S bound at 3500 feet, 2 NM S of 1K1 Airport. No evasive action was taken. Benton County Sheriff notified at 316-322-4398.","UNKN","3/28/2021","17:21","2021-03-28T17:21Z","DEN","UAS",NA,"ICT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM S of ICT",NA
1085,"VFR Aircraft observed a white UAS in front of them and 100 feet below the aircraft while S bound at 1,800 feet, 7NM W of Austin, TX. No evasive action was taken. Austin Airport OPS notified at 512-974-0922.","UNKN","4/1/2021","1:19","2021-04-01T01:19Z","DEN","UAS",NA,"AUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7NM W of AUS",NA
1090,"Aircraft observed a UAS off the right side while NW bound at 2,100 feet, 1 NM NE of of FFZ. No evasive action was taken. Mesa PD notified at 480-644-3775.","UNKN","4/3/2021","18:30","2021-04-03T18:30Z","DEN","UAS",NA,"FFZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM NE of FFZ",NA
1108,"Aircraft observed a UAS off the right side while E bound at 5,000 feet, 4NM NNE of Ontario, CA. No evasive action was taken. Ontario PD notified at 909-395-2001.","UNKN","4/15/2021","1:01","2021-04-15T01:01Z","DEN","UAS",NA,"SCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4NM NNE of SCT",NA
1119,"SMF reports. Aircraft observed a UAS while north bound at 7,500 feet, 3 NM SE of Sacramento. No evasive action was taken. NO Further info provided. ","UNKN","4/19/2021","5:15","2021-04-19T05:15Z","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM SE of WOC",NA
1141,"Aircraft observed a UAS off the left side while E bound at 5,500 feet, 10 NM NW of N30 Airport. No evasive action was taken. Wayne County Sheriff notified at 570-253-3109.","UNKN","5/2/2021","1:00","2021-05-02T01:00Z","DEN","UAS",NA,"AVP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM NW of AVP",NA
1186,"Aircraft observed a orange UAS off the left side while W bound at 2,500 feet 4 NM S of PTK. No evasive action was taken. Lake County Sheriff notified.","UNKN","5/16/2021","20:44","2021-05-16T20:44Z","DEN","UAS",NA,"UGN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4 NM S of UGN",NA
1187,"Aircraft observed a white rotorcraft UAS off the left side while W bound at 5,500 feet 3 NM W of OPF. No evasive action was taken. Miami Dade Metro PD notified at 305-876-7373.","UNKN","5/16/2021","21:36","2021-05-16T21:36Z","DEN","UAS",NA,"MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM W of MIA",NA
1188,"Aircraft observed a UAS off the left side while W bound at 3,000 feet 1 NM NE of ADS. No evasive action was taken. DFW DPS notified. ","UNKN","5/17/2021","17:45","2021-05-17T17:45Z","DEN","UAS",NA,"D10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM NE of D10",NA
1189,"Aircraft observed a medium size, silver, single rotor UAS off the 12 o'clock while WSW bound at 1,800 feet 8.5 NM NE of ADS. No evasive action was taken. DFW DPS notified at 973-972-3210.","UNKN","5/17/2021","18:27","2021-05-17T18:27Z","DEN","UAS",NA,"ADS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8.5 NM NE of ADS",NA
1191,"Aircraft observed a white UAS off the right side while S bound at 6,400 feet 8 NM NW of DEN. No evasive action was taken. Denver International Airport PD notified at 303-342-2000. ","UNKN","5/17/2021","21:33","2021-05-17T21:33Z","DEN","UAS",NA,"DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM NW of DEN",NA
1192,"Aircraft observed a UAS off the right side while E bound at 2,000 feet 5 NM SE of BOS. No evasive action was taken. Massachusetts State PD notified at 508-820-2121.","UNKN","5/17/2021","21:57","2021-05-17T21:57Z","DEN","UAS",NA,"A90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM SE of A90",NA
1194,"Aircraft observed a white UAS off the right side while NW bound at 12,000 feet 2 NM SE of SJC. No evasive action was taken. LEO notification not reported. ","UNKN","5/17/2021","23:29","2021-05-17T23:29Z","DEN","UAS",NA,"SJC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM SE of SJC",NA
1202,"Aircraft observed a UAS off the left side while N bound at 4,000 feet 8 NM N of SLI. No evasive action was taken. LA County Sheriff notified at 562-421-2701. ","UNKN","5/19/2021","21:47","2021-05-19T21:47Z","DEN","UAS",NA,"SCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM N of SCT",NA
1217,"Aircraft observed a UAS off the left side while E bound at 1,600 feet 4.5 NM W of BKV. No evasive action was taken. Hernando County Sheriff notified at 352-754-6850.","UNKN","5/23/2021","18:50","2021-05-23T18:50Z","DEN","UAS",NA,"BKV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4.5 NM W of BKV",NA
1218,"Aircraft observed a white UAS off the right side while S bound at 8,000 feet 12 NM NNW of SLC. No evasive action was taken. Salt Lake City Airport PD notified. ","UNKN","5/23/2021","20:00","2021-05-23T20:00Z","DEN","UAS",NA,"S56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","12 NM NNW of S56",NA
1220,"Aircraft observed a silver metallic UAS off the 12 o'clock while E bound at 2,000 feet 5 NM W of PBI. No evasive action was taken. Palm Beach Sheriff notified at 561-688-3660. ","UNKN","5/23/2021","20:50","2021-05-23T20:50Z","DEN","UAS",NA,"PBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM W of PBI",NA
1223,"Aircraft observed a UAS off the right side while SW bound at 7,000 feet 2 NM NE of SPA. No evasive action was taken. Spartanburg County PD notified.","UNKN","5/23/2021","21:40","2021-05-23T21:40Z","DEN","UAS",NA,"GSP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM NE of GSP",NA
1224,"Aircraft observed a yellow and black UAS off the right side while E bound at 2,500 feet 7 NM NW of MEM. No evasive action was taken. Memphis PD notified at 901-545-2677.","UNKN","5/23/2021","22:48","2021-05-23T22:48Z","DEN","UAS",NA,"M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM NW of M03",NA
1227,"Aircraft observed a blue UAS off the right side while E bound at 3,000 feet 9 NM NW of MKE. No evasive action was taken. Milwaukee PD Airport Division notified. ","UNKN","5/24/2021","23:15","2021-05-24T23:15Z","DEN","UAS",NA,"MKE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","9 NM NW of MKE",NA
1230,"Aircraft observed a UAS while S bound at 2,000 feet 2 NM N of TUGGZ intersection. No evasive action was taken. Paramus PD notified at 201-262-3400.","UNKN","5/26/2021","19:08","2021-05-26T19:08Z","DEN","UAS",NA,"TEB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DESIGNATED POINT","2 NM N of TUGGZ",NA
1231,"Aircraft observed a grey RC UAS while E bound at 5,000 feet 5 NM N of EPH. No evasive action was taken. MAC Dispatch notified. Flight of two with KNIGHT1 refueling. UAS passed within 30 feet of KNIGHT1's wing. ","UNKN","5/26/2021","21:40","2021-05-26T21:40Z","DEN","UAS",NA,"GCN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM N of GCN",NA
1233,"Aircraft observed a UAS off the left side while NE bound climbing through 12,000 feet 15 NM E of DFW. No evasive action was taken. Rockwall PD notified at 972-771-7717.","UNKN","5/27/2021","0:53","2021-05-27T00:53Z","DEN","UAS",NA,"ZFW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","15 NM E of ZFW",NA
1236,"Aircraft observed a white L-wing UAS at 5,500 feet 6 NM S of JQF. No evasive action was taken. TSA Drone Coordination Center notified. ","UNKN","5/27/2021","18:09","2021-05-27T18:09Z","DEN","UAS",NA,"CLT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6 NM S of CLT",NA
1237,"Aircraft observed a silver UAS off the right side while W bound at 10,000 feet 52 NM NE of HGO. No evasive action was taken. LEO notification not reported. ","UNKN","5/27/2021","18:40","2021-05-27T18:40Z","DEN","UAS",NA,"ZDV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","52 NM NE of ZDV",NA
1239,"Aircraft observed a yellow UAS off the while SW bound at 4,500 feet 8 NM NW of LGA. No evasive action was taken. Moonachi PD notified at 201-641-9100.","UNKN","5/27/2021","20:00","2021-05-27T20:00Z","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM NW of N90",NA
1241,"Aircraft observed a square shaped black and gray UAS off the 12 o'clock 50-100 feet below while NW bound at 6,000 feet 6 NM NW of 1G3. No evasive action was taken. Streetsboro PD notified. ","UNKN","5/27/2021","21:53","2021-05-27T21:53Z","DEN","UAS",NA,"CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6 NM NW of CLE",NA
1243,"Aircraft observed a UAS off the left side while SW bound at 3,500 feet 7 NM NW of DAY. No evasive action was taken. Ohio State PD notified at 937-890-1111.","UNKN","5/28/2021","0:45","2021-05-28T00:45Z","DEN","UAS",NA,"DAY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM NW of DAY",NA
1246,"Aircraft observed a UAS straight ahead while S bound at 700 feet, 3.5 NM N of 18L. No evasive action was taken. TSA Coordination Center notified at 704-916-2200.","UNKN","5/28/2021","18:20","2021-05-28T18:20Z","DEN","UAS",NA,"CLT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3.5 NM N of CLT",NA
1253,"Aircraft observed a dark colored quad copter UAS while N bound at 3,800 feet 9 NM E of OKC. No evasive action was taken. Oklahoma City PD notified at 405-231-2121.","UNKN","5/30/2021","15:07","2021-05-30T15:07Z","DEN","UAS",NA,"OKC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","9 NM E of OKC",NA
1259,"Aircraft observed a black UAS below them while SE bound at 6,000 feet, 10NM N of Lynchburg, VA. No evasive action was taken. LEO notification not reported.","UNKN","5/31/2021","21:08","2021-05-31T21:08Z","DEN","UAS",NA,"ROA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10NM N of ROA",NA
1261,"Aircraft observed a black and white UAS while E bound at 6,500 feet, 17NM W of Holland, MI. No evasive action was taken. Allegan County Sheriff notified at 269-673-3899.","UNKN","5/31/2021","22:31","2021-05-31T22:31Z","DEN","UAS",NA,"AZO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","17NM W of AZO",NA
1266,"Aircraft observed a UAS while NE bound at 2,700 feet, 3NM SW of San Juan, PR. No evasive action was taken. San Juan PD notified at 787-791-9800.","UNKN","6/2/2021","21:55","2021-06-02T21:55Z","DEN","UAS",NA,"SJU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3NM SW of SJU",NA
1285,"Aircraft observed a black/silver UAS while east bound at 5,000 feet, 5 NM SW of N87. No evasive action was taken. Robbinsville PD notified at 609-259-3900.","UNKN","6/5/2021","19:31","2021-06-05T19:31Z","DEN","UAS",NA,"WRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM SW of WRI",NA
1294,"Aircraft observed a black with red leg quad copter UAS off the left side while S bound at 1,000 feet 500 feet E of TWY 22R 4 NM N of DTW. No evasive action was taken. No LEO report provided. ","UNKN","6/6/2021","19:00","2021-06-06T19:00Z","DEN","UAS",NA,"DTW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4 NM N of DTW",NA
1296,"Aircraft observed a UAS while SW bound at 3,500 feet 10 NM N of BUF. No evasive action was taken. Erie County Sheriff notified. ","UNKN","6/6/2021","21:13","2021-06-06T21:13Z","DEN","UAS",NA,"BUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM N of BUF",NA
1298,"Aircraft observed a blue UAS while W bound at 6,500 feet 8 NM SW of FRG. No evasive action was taken. Nassau County PD notified at 516-573-4000.","UNKN","6/6/2021","23:45","2021-06-06T23:45Z","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM SW of N90",NA
1299,"Aircraft observed a UAS off the left side while W bound at 5,000 feet 17 NM E of ORD. No evasive action was taken. FBI notified at 312-421-6700.","UNKN","6/7/2021","0:50","2021-06-07T00:50Z","DEN","UAS",NA,"C90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","17 NM E of C90",NA
1301,"Aircraft observed a 25 foot long black triangular UAS 500 feet below off the right side while NW bound at 6,000 feet 1 NM SE of LAX. No evasive action was taken. LA County Sheriff notified at 562-421-2701.","UNKN","6/7/2021","18:32","2021-06-07T18:32Z","DEN","UAS",NA,"SCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM SE of SCT",NA
1303,"Aircraft observed a black stationary UAS while NW bound at 8,000 feet 7 NM ENE of MSP. No evasive action was taken. Ramsey County Sheriff notified at 651-291-1111.","UNKN","6/7/2021","19:30","2021-06-07T19:30Z","DEN","UAS",NA,"M98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM ENE of M98",NA
1307,"Aircraft observed a silver or white UAS 500 feet below while N bound at 2,000 feet 7 NM NW of HNL. No evasive action was taken. Honolulu PD notified at 808-529-3111.","UNKN","6/7/2021","22:14","2021-06-07T22:14Z","DEN","UAS",NA,"HCF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM NW of HCF",NA
1317,"Marine Aircraft- Moonlight (ML) - ML31/MV22 - San Diego, CA - Miramar (NKX) to Lake Havasu, AZ (HII) - Aircraft observed a UAS while NE bound at 7,500 feet, 11 NM NW of Julian, CA (JLI). No evasive action was taken, PIC reported a NMAC, no injuries. SD Sheriff notified at 858-565-5200. Report received from MOR. SCT reported they will follow up in the morning with the PIC for further details.","UNKN","6/10/2021","1:40","2021-06-10T01:40Z","JATOC","UAS",NA,"SCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","11 NM NW of SCT",NA
1336,"Aircraft observed a white quad-copter UAS off the right side 300 feet above while SW bound at 1,600 feet 6 NM NE of RSW. No evasive action was taken. Lee County Sheriff notified at 239-258-3990.","UNKN","6/13/2021","21:22","2021-06-13T21:22Z","DEN","UAS",NA,"RSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6 NM NE of RSW",NA
1337,"Aircraft observed a white quad-copter UAS off the right side 200 feet below while SW bound at 1,500 feet 4 NM NE of RSW. No evasive action was taken. Lee County Sheriff notified at 239-258-3990.","UNKN","6/13/2021","21:37","2021-06-13T21:37Z","DEN","UAS",NA,"RSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4 NM NE of RSW",NA
1338,"Aircraft observed a silver and black DJI quadcopter UAS while S bound at 1,700 feet 3 NM S of SNA. No evasive action was taken. Orange County Sheriff and Huntington Beach PD notified.","UNKN","6/13/2021","23:53","2021-06-13T23:53Z","DEN","UAS",NA,"SNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM S of SNA",NA
1339,"Aircraft observed a UAS while S bound at FL250 60 NM E of PUW. No evasive action was taken. Lewis County Sheriff notified at 575-767-5287. ","UNKN","6/14/2021","0:40","2021-06-14T00:40Z","DEN","UAS",NA,"ZSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","60 NM E of ZSE",NA
1340,"Aircraft observed a UAS while S bound at 4,000 feet 7 NM S of FNT. No evasive action was taken. Genesee County Sheriff notified at 810-257-3407.","UNKN","6/14/2021","0:50","2021-06-14T00:50Z","DEN","UAS",NA,"AZO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM S of AZO",NA
1343,"Aircraft observed a white/silver quadcopter UAS 50-100 feet above from the 12 o'clock while SW bound at 8,000 feet 12 NM NE of UTA. No evasive action was taken. Tunica PD notified at 662-363-1411. ","UNKN","6/14/2021","19:32","2021-06-14T19:32Z","DEN","UAS",NA,"M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","12 NM NE of M03",NA
1350,"Aircraft observed a black quadcopter UAS off the right side while NW bound at 7,000 feet 18 NM W of ORL. No evasive action was taken. Orange County Sheriff Aviation Unit notified at 407-893-3600.","UNKN","6/16/2021","16:20","2021-06-16T16:20Z","DEN","UAS",NA,"F11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","18 NM W of F11",NA
1351,"Aircraft observed a red and white quadcopter UAS off the right side while S bound at 3,000 feet 5 NM W of SMI. No evasive action was taken. Osceola County Sheriff notified at 407-348-1100.","UNKN","6/16/2021","16:43","2021-06-16T16:43Z","DEN","UAS",NA,"F11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM W of F11",NA
1352,"Aircraft observed a UAS while on the downwind at 1,000 feet 1.5 NM SE of HIO. No evasive action was taken. Hillsboro PD notified. ","UNKN","6/16/2021","16:47","2021-06-16T16:47Z","DEN","UAS",NA,"HIO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1.5 NM SE of HIO",NA
1355,"Aircraft observed a white quadcopter UAS while N bound at 2,000 feet 2 NM N of CHS. No evasive action was taken. Charleston County Sheriff notified at 543-743-7200. ","UNKN","6/17/2021","13:33","2021-06-17T13:33Z","DEN","UAS",NA,"CHS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM N of CHS",NA
1356,"Aircraft observed a silver UAS off the left side 50 feet below while E bound at 1,500 feet 3 NM SE of LGA. No evasive action was taken. NYPD Aviation Unit notified at 718-692-1220.","UNKN","6/17/2021","15:12","2021-06-17T15:12Z","DEN","UAS",NA,"LGA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM SE of LGA",NA
1379,"Aircraft observed a black UAS off the left side while S bound at 4,000 feet 27 NM W of ORL. No evasive action was taken. Brevard County Sheriff notified at 321-455-1475.","UNKN","6/20/2021","16:26","2021-06-20T16:26Z","DEN","UAS",NA,"F11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","27 NM W of F11",NA
1393,"Aircraft observed a UAS off the 12 o'clock while N bound at 2,000 feet 5 NM SE of SEA. No evasive action was taken. King County Sheriff notified. ","UNKN","6/23/2021","2:40","2021-06-23T02:40Z","DEN","UAS",NA,"S46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM SE of S46",NA
1422,"Aircraft observed a black single rotor UAS while E bound at 1,900 feet 8 NM NE of ADS. No evasive action was taken. DFW DPS notified.","UNKN","6/26/2021","22:35","2021-06-26T22:35Z","DEN","UAS",NA,"ADS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM NE of ADS",NA
1425,"Aircraft observed a black and gold UAS from the right side while NW bound at 1,800 feet 3.5 NM SW of DAY. No evasive action was taken. Vandalia PD notified at 937-898-5868.","UNKN","6/26/2021","23:57","2021-06-26T23:57Z","DEN","UAS",NA,"DAY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3.5 NM SW of DAY",NA
